Time(ms),Hall(mV),B(mT)
109419,541.9922,-0.44
109442,537.1094,-0.49
109465,537.1094,-0.49
109489,537.1094,-0.49
109513,532.2266,-0.54
109537,537.1094,-0.49
109559,546.8750,-0.39
109582,556.6406,-0.29
109605,581.0547,-0.05
109630,620.1172,0.34
109652,683.5938,0.98
109675,791.0156,2.05
109699,986.3281,4.00
109721,1284.1796,6.98
109745,1767.5781,11.82
109770,2504.8828,19.19
109795,3310.5468,27.25
109820,3872.0703,32.86
109845,3852.5390,32.67
109870,3271.4843,26.85
109895,2485.3515,18.99
109920,1796.8750,12.11
109944,1318.3593,7.32
109969,1020.5078,4.35
109992,830.0781,2.44
110016,732.4219,1.46
110039,659.1797,0.73
110061,615.2344,0.29
110085,595.7031,0.10
110107,576.1719,-0.10
110131,566.4063,-0.20
110154,551.7578,-0.34
110179,551.7578,-0.34
110202,541.9922,-0.44
110225,541.9922,-0.44
110247,546.8750,-0.39
110271,546.8750,-0.39
110295,546.8750,-0.39
110319,546.8750,-0.39
110343,561.5234,-0.24
110365,581.0547,-0.05
110389,595.7031,0.10
110412,625.0000,0.39
110435,659.1797,0.73
110457,732.4219,1.46
110481,839.8438,2.54
110503,1020.5078,4.35
110527,1313.4765,7.27
110552,1767.5781,11.82
110576,2446.2890,18.60
110602,3242.1875,26.56
110626,3833.0078,32.47
110651,3886.7187,33.01
110676,3344.7265,27.59
110701,2548.8281,19.63
110726,1806.6406,12.21
110751,1284.1796,6.98
110775,966.7969,3.81
110797,791.0156,2.05
110821,678.7109,0.93
110843,615.2344,0.29
110867,581.0547,-0.05
110891,556.6406,-0.29
110913,546.8750,-0.39
110936,541.9922,-0.44
110959,537.1094,-0.49
110984,537.1094,-0.49
111007,537.1094,-0.49
111030,537.1094,-0.49
111052,537.1094,-0.49
111076,537.1094,-0.49
111099,541.9922,-0.44
111124,537.1094,-0.49
111148,537.1094,-0.49
111170,546.8750,-0.39
111193,537.1094,-0.49
111216,532.2266,-0.54
111241,537.1094,-0.49
111264,537.1094,-0.49
111287,541.9922,-0.44
111309,566.4063,-0.20
111332,610.3516,0.24
111355,659.1797,0.73
111378,766.6016,1.81
111400,932.6172,3.47
111424,1191.4062,6.05
111448,1635.7421,10.50
111472,2314.4531,17.28
111498,3134.7656,25.49
111522,3789.0625,32.03
111547,3916.0156,33.30
111572,3447.2656,28.61
111597,2670.8984,20.85
111623,1948.2421,13.62
111647,1411.1328,8.25
111671,1074.2187,4.88
111695,874.0234,2.88
111718,751.9531,1.66
111740,673.8281,0.88
111764,625.0000,0.39
111787,595.7031,0.10
111809,576.1719,-0.10
111834,571.2891,-0.15
111856,556.6406,-0.29
111879,546.8750,-0.39
111902,551.7578,-0.34
111926,551.7578,-0.34
111950,541.9922,-0.44
111974,551.7578,-0.34
111996,551.7578,-0.34
112019,551.7578,-0.34
112043,561.5234,-0.24
112067,571.2891,-0.15
112091,600.5859,0.15
112113,625.0000,0.39
112136,673.8281,0.88
112159,747.0703,1.61
112182,864.2578,2.78
112204,1049.8046,4.64
112229,1367.1875,7.81
112252,1855.4687,12.69
112278,2553.7109,19.68
112303,3334.9609,27.49
112327,3876.9531,32.91
112353,3847.6562,32.62
112377,3251.9531,26.66
112402,2431.6406,18.46
112428,1718.7500,11.33
112452,1235.3515,6.49
112477,942.3828,3.56
112499,776.3672,1.90
112522,673.8281,0.88
112545,610.3516,0.24
112568,571.2891,-0.15
112590,551.7578,-0.34
112613,537.1094,-0.49
112636,537.1094,-0.49
112661,537.1094,-0.49
112685,541.9922,-0.44
112707,537.1094,-0.49
112730,537.1094,-0.49
112753,541.9922,-0.44
112777,537.1094,-0.49
112801,541.9922,-0.44
112825,537.1094,-0.49
112847,532.2266,-0.54
112870,541.9922,-0.44
112893,537.1094,-0.49
112918,532.2266,-0.54
112942,537.1094,-0.49
112964,541.9922,-0.44
112987,551.7578,-0.34
113009,576.1719,-0.10
113034,610.3516,0.24
113056,673.8281,0.88
113079,781.2500,1.95
113102,952.1484,3.66
113125,1245.1171,6.59
113148,1708.9843,11.23
113174,2407.2265,18.21
113199,3217.7734,26.32
113223,3823.2421,32.37
113249,3881.8359,32.96
113273,3369.1406,27.83
113299,2578.1250,19.92
113324,1870.1171,12.84
113348,1362.3046,7.76
113373,1049.8046,4.64
113396,859.3750,2.73
113419,742.1875,1.56
113442,668.9453,0.83
113465,620.1172,0.34
113487,595.7031,0.10
113511,576.1719,-0.10
113534,566.4063,-0.20
113557,556.6406,-0.29
113582,551.7578,-0.34
113605,546.8750,-0.39
113629,546.8750,-0.39
113651,541.9922,-0.44
113674,546.8750,-0.39
113697,551.7578,-0.34
113722,551.7578,-0.34
113745,561.5234,-0.24
113768,576.1719,-0.10
113792,590.8203,0.05
113815,615.2344,0.29
113838,664.0625,0.78
113860,722.6563,1.37
113884,839.8438,2.54
113906,1005.8594,4.20
113930,1289.0625,7.03
113954,1733.3984,11.47
113979,2392.5781,18.07
114003,3164.0625,25.78
114029,3779.2968,31.93
114054,3896.4843,33.10
114079,3403.3203,28.17
114104,2607.4218,20.21
114128,1860.3515,12.74
114154,1323.2421,7.37
114178,1000.9766,4.15
114201,795.8984,2.10
114225,688.4766,1.02
114247,620.1172,0.34
114270,585.9375,-0.00
114294,561.5234,-0.24
114317,546.8750,-0.39
114339,537.1094,-0.49
114363,537.1094,-0.49
114387,532.2266,-0.54
114411,541.9922,-0.44
114434,541.9922,-0.44
114456,541.9922,-0.44
114479,541.9922,-0.44
114502,537.1094,-0.49
114527,537.1094,-0.49
114550,541.9922,-0.44
114573,541.9922,-0.44
114595,537.1094,-0.49
114618,537.1094,-0.49
114641,537.1094,-0.49
114666,537.1094,-0.49
114690,541.9922,-0.44
114712,566.4063,-0.20
114735,610.3516,0.24
114757,664.0625,0.78
114781,761.7188,1.76
114803,917.9688,3.32
114827,1181.6406,5.96
114850,1616.2109,10.30
114875,2275.3906,16.89
114900,3081.0546,24.95
114925,3750.0000,31.64
114950,3906.2500,33.20
114975,3457.0312,28.71
115000,2700.1953,21.14
115024,1982.4218,13.96
115050,1445.3125,8.59
115074,1103.5156,5.18
115098,883.7891,2.98
115121,756.8359,1.71
115143,678.7109,0.93
115167,634.7656,0.49
115189,600.5859,0.15
115212,585.9375,-0.00
115236,566.4063,-0.20
115260,556.6406,-0.29
115282,556.6406,-0.29
115305,546.8750,-0.39
115329,546.8750,-0.39
115353,541.9922,-0.44
115377,546.8750,-0.39
115399,546.8750,-0.39
115422,551.7578,-0.34
115444,561.5234,-0.24
115468,571.2891,-0.15
115492,600.5859,0.15
115515,625.0000,0.39
115537,668.9453,0.83
115561,747.0703,1.61
115584,864.2578,2.78
115606,1054.6875,4.69
115631,1347.6562,7.62
115654,1821.2890,12.35
115679,2534.1796,19.48
115704,3320.3125,27.34
115729,3862.3046,32.76
115755,3842.7734,32.57
115779,3237.3046,26.51
115804,2456.0546,18.70
115829,1752.9296,11.67
115854,1259.7656,6.74
115877,952.1484,3.66
115901,776.3672,1.90
115923,673.8281,0.88
115946,615.2344,0.29
115970,576.1719,-0.10
115993,556.6406,-0.29
116017,546.8750,-0.39
116041,537.1094,-0.49
116065,537.1094,-0.49
116087,532.2266,-0.54
116110,541.9922,-0.44
116132,537.1094,-0.49
116156,532.2266,-0.54
116180,537.1094,-0.49
116204,541.9922,-0.44
116227,537.1094,-0.49
116249,537.1094,-0.49
116273,537.1094,-0.49
116296,537.1094,-0.49
116321,532.2266,-0.54
116344,537.1094,-0.49
116367,537.1094,-0.49
116389,546.8750,-0.39
116413,566.4063,-0.20
116438,620.1172,0.34
116460,673.8281,0.88
116483,781.2500,1.95
116506,952.1484,3.66
116529,1235.3515,6.49
116552,1694.3359,11.08
116578,2377.9296,17.92
116602,3188.4765,26.02
116627,3803.7109,32.18
116653,3881.8359,32.96
116677,3369.1406,27.83
116703,2607.4218,20.21
116727,1899.4140,13.13
116752,1386.7187,8.01
116776,1069.3359,4.83
116800,864.2578,2.78
116823,751.9531,1.66
116846,673.8281,0.88
116869,629.8828,0.44
116891,600.5859,0.15
116915,576.1719,-0.10
116938,566.4063,-0.20
116961,556.6406,-0.29
116984,546.8750,-0.39
117009,551.7578,-0.34
117032,551.7578,-0.34
117055,541.9922,-0.44
117078,546.8750,-0.39
117101,546.8750,-0.39
117126,556.6406,-0.29
117149,561.5234,-0.24
117172,576.1719,-0.10
117195,590.8203,0.05
117219,615.2344,0.29
117241,659.1797,0.73
117264,722.6563,1.37
117287,830.0781,2.44
117310,996.0938,4.10
117332,1269.5312,6.84
117357,1689.4531,11.03
117382,2329.1015,17.43
117406,3100.5859,25.15
117432,3759.7656,31.74
117456,3906.2500,33.20
117482,3452.1484,28.66
117507,2670.8984,20.85
117531,1923.8281,13.38
117557,1367.1875,7.81
117580,1020.5078,4.35
117604,820.3125,2.34
117627,698.2422,1.12
117650,625.0000,0.39
117672,585.9375,-0.00
117697,561.5234,-0.24
117720,546.8750,-0.39
117742,541.9922,-0.44
117766,537.1094,-0.49
117789,537.1094,-0.49
117814,537.1094,-0.49
117837,537.1094,-0.49
117860,532.2266,-0.54
117882,541.9922,-0.44
117906,541.9922,-0.44
117931,532.2266,-0.54
117954,541.9922,-0.44
117977,541.9922,-0.44
117999,537.1094,-0.49
118022,532.2266,-0.54
118045,537.1094,-0.49
118070,541.9922,-0.44
118093,546.8750,-0.39
118116,561.5234,-0.24
118138,605.4688,0.19
118161,659.1797,0.73
118184,756.8359,1.71
118207,908.2031,3.22
118230,1152.3437,5.66
118254,1567.3828,9.81
118278,2182.6171,15.97
118303,2973.6328,23.88
118328,3686.5234,31.01
118352,3925.7812,33.40
118378,3549.8046,29.64
118403,2827.1484,22.41
118427,2075.1953,14.89
118453,1503.9062,9.18
118476,1147.4609,5.61
118501,922.8516,3.37
118523,776.3672,1.90
118546,693.3594,1.07
118569,644.5313,0.59
118592,605.4688,0.19
118615,581.0547,-0.05
118639,576.1719,-0.10
118663,561.5234,-0.24
118685,551.7578,-0.34
118709,551.7578,-0.34
118732,546.8750,-0.39
118757,546.8750,-0.39
118780,546.8750,-0.39
118803,551.7578,-0.34
118825,551.7578,-0.34
118849,561.5234,-0.24
118874,566.4063,-0.20
118897,590.8203,0.05
118920,610.3516,0.24
118942,649.4141,0.63
118966,698.2422,1.12
118988,795.8984,2.10
119011,942.3828,3.56
119034,1176.7578,5.91
119058,1552.7343,9.67
119083,2114.2578,15.28
119107,2866.2109,22.80
119132,3583.9843,29.98
119157,3920.8984,33.35
119182,3642.5781,30.57
119206,2934.5703,23.49
119232,2138.6718,15.53
119257,1513.6718,9.28
119280,1118.1640,5.32
119305,874.0234,2.88
119327,722.6563,1.37
119351,644.5313,0.59
119373,595.7031,0.10
119396,566.4063,-0.20
119419,546.8750,-0.39
119444,537.1094,-0.49
119468,537.1094,-0.49
119490,537.1094,-0.49
119513,537.1094,-0.49
119535,537.1094,-0.49
119559,537.1094,-0.49
119583,537.1094,-0.49
119607,541.9922,-0.44
119629,541.9922,-0.44
119652,532.2266,-0.54
119675,532.2266,-0.54
119699,537.1094,-0.49
119724,541.9922,-0.44
119747,537.1094,-0.49
119770,537.1094,-0.49
119792,546.8750,-0.39
119816,556.6406,-0.29
119840,595.7031,0.10
119863,629.8828,0.44
119885,703.1250,1.17
119909,830.0781,2.44
119931,1044.9218,4.59
119955,1401.3671,8.15
119980,1938.4765,13.52
120004,2680.6640,20.95
120029,3447.2656,28.61
120054,3911.1328,33.25
120079,3798.8281,32.13
120104,3154.2968,25.68
120129,2343.7500,17.58
120154,1689.4531,11.03
120179,1240.2343,6.54
120203,976.5625,3.91
120225,820.3125,2.34
120249,722.6563,1.37
120271,659.1797,0.73
120294,615.2344,0.29
120317,590.8203,0.05
120340,571.2891,-0.15
120363,556.6406,-0.29
120387,556.6406,-0.29
120411,556.6406,-0.29
120433,551.7578,-0.34
120456,546.8750,-0.39
120478,546.8750,-0.39
120502,546.8750,-0.39
120526,551.7578,-0.34
120550,556.6406,-0.29
120572,566.4063,-0.20
120595,590.8203,0.05
120617,610.3516,0.24
120641,649.4141,0.63
120664,708.0078,1.22
120686,795.8984,2.10
120710,942.3828,3.56
120732,1186.5234,6.01
120757,1567.3828,9.81
120780,2143.5546,15.58
120805,2895.5078,23.10
120830,3593.7500,30.08
120855,3925.7812,33.40
120880,3652.3437,30.66
120905,2949.2187,23.63
120930,2143.5546,15.58
120955,1518.5546,9.33
120979,1123.0468,5.37
121003,874.0234,2.88
121026,727.5391,1.42
121049,644.5313,0.59
121071,600.5859,0.15
121095,566.4063,-0.20
121118,546.8750,-0.39
121141,541.9922,-0.44
121163,537.1094,-0.49
121187,541.9922,-0.44
121210,532.2266,-0.54
121235,537.1094,-0.49
121259,541.9922,-0.44
121281,541.9922,-0.44
121304,541.9922,-0.44
121327,537.1094,-0.49
121352,537.1094,-0.49
121375,537.1094,-0.49
121399,546.8750,-0.39
121421,537.1094,-0.49
121444,541.9922,-0.44
121467,532.2266,-0.54
121492,541.9922,-0.44
121516,561.5234,-0.24
121538,595.7031,0.10
121561,629.8828,0.44
121584,708.0078,1.22
121607,834.9609,2.49
121629,1044.9218,4.59
121654,1396.4843,8.10
121677,1943.3593,13.57
121702,2709.9609,21.24
121728,3491.2109,29.05
121752,3925.7812,33.40
121778,3754.8828,31.69
121802,3105.4687,25.19
121827,2333.9843,17.48
121852,1689.4531,11.03
121877,1250.0000,6.64
121901,986.3281,4.00
121924,815.4297,2.29
121947,717.7734,1.32
121969,664.0625,0.78
121993,620.1172,0.34
122015,590.8203,0.05
122038,576.1719,-0.10
122062,566.4063,-0.20
122085,556.6406,-0.29
122107,546.8750,-0.39
122131,546.8750,-0.39
122155,556.6406,-0.29
122179,546.8750,-0.39
122203,551.7578,-0.34
122225,551.7578,-0.34
122248,551.7578,-0.34
122271,566.4063,-0.20
122296,581.0547,-0.05
122319,600.5859,0.15
122342,634.7656,0.49
122365,688.4766,1.02
122388,766.6016,1.81
122411,893.5547,3.08
122434,1103.5156,5.18
122458,1430.6640,8.45
122481,1933.5937,13.48
122507,2651.3671,20.65
122531,3422.8515,28.37
122556,3911.1328,33.25
122582,3803.7109,32.18
122606,3164.0625,25.78
122632,2358.3984,17.72
122656,1684.5703,10.99
122681,1210.9375,6.25
122705,927.7344,3.42
122728,761.7188,1.76
122750,668.9453,0.83
122774,610.3516,0.24
122797,576.1719,-0.10
122820,551.7578,-0.34
122845,541.9922,-0.44
122868,541.9922,-0.44
122891,532.2266,-0.54
122913,537.1094,-0.49
122937,541.9922,-0.44
122960,532.2266,-0.54
122985,537.1094,-0.49
123009,541.9922,-0.44
123031,541.9922,-0.44
123054,537.1094,-0.49
123077,532.2266,-0.54
123102,541.9922,-0.44
123125,532.2266,-0.54
123148,532.2266,-0.54
123170,537.1094,-0.49
123193,541.9922,-0.44
123216,546.8750,-0.39
123241,566.4063,-0.20
123265,625.0000,0.39
123287,693.3594,1.07
123310,805.6641,2.20
123333,981.4453,3.95
123356,1284.1796,6.98
123379,1767.5781,11.82
123405,2480.4687,18.94
123429,3281.2500,26.95
123455,3852.5390,32.67
123480,3857.4218,32.71
123504,3305.6640,27.20
123530,2543.9453,19.58
123554,1850.5859,12.65
123579,1357.4218,7.71
123603,1049.8046,4.64
123627,859.3750,2.73
123651,747.0703,1.61
123673,673.8281,0.88
123696,625.0000,0.39
123719,590.8203,0.05
123742,576.1719,-0.10
123765,571.2891,-0.15
123789,551.7578,-0.34
123813,556.6406,-0.29
123837,551.7578,-0.34
123859,546.8750,-0.39
123882,541.9922,-0.44
123906,551.7578,-0.34
123930,551.7578,-0.34
123954,556.6406,-0.29
123976,566.4063,-0.20
123999,581.0547,-0.05
124022,600.5859,0.15
124046,625.0000,0.39
124068,678.7109,0.93
124091,751.9531,1.66
124114,859.3750,2.73
124137,1049.8046,4.64
124162,1347.6562,7.62
124185,1806.6406,12.21
124210,2490.2343,19.04
124235,3261.7187,26.76
124260,3833.0078,32.47
124284,3872.0703,32.86
124310,3344.7265,27.59
124335,2548.8281,19.63
124359,1816.4062,12.30
124385,1303.7109,7.18
124408,981.4453,3.95
124432,800.7813,2.15
124454,683.5938,0.98
124477,625.0000,0.39
124500,581.0547,-0.05
124524,561.5234,-0.24
124547,541.9922,-0.44
124570,541.9922,-0.44
124594,537.1094,-0.49
124618,537.1094,-0.49
124642,537.1094,-0.49
124664,532.2266,-0.54
124687,541.9922,-0.44
124710,541.9922,-0.44
124735,537.1094,-0.49
124759,541.9922,-0.44
124781,537.1094,-0.49
124804,537.1094,-0.49
124826,537.1094,-0.49
124850,537.1094,-0.49
124874,532.2266,-0.54
124898,532.2266,-0.54
124920,546.8750,-0.39
124943,566.4063,-0.20
124965,620.1172,0.34
124989,668.9453,0.83
125011,766.6016,1.81
125034,932.6172,3.47
125058,1201.1718,6.15
125081,1640.6250,10.55
125106,2309.5703,17.24
125131,3110.3515,25.24
125156,3769.5312,31.84
125181,3906.2500,33.20
125206,3466.7968,28.81
125231,2719.7265,21.34
125256,1992.1875,14.06
125281,1459.9609,8.74
125304,1113.2812,5.27
125329,898.4375,3.12
125351,771.4844,1.85
125374,688.4766,1.02
125398,634.7656,0.49
125420,605.4688,0.19
125443,590.8203,0.05
125466,571.2891,-0.15
125489,556.6406,-0.29
125511,551.7578,-0.34
125535,546.8750,-0.39
125559,546.8750,-0.39
125583,541.9922,-0.44
125605,546.8750,-0.39
125628,551.7578,-0.34
125650,551.7578,-0.34
125674,561.5234,-0.24
125699,571.2891,-0.15
125722,605.4688,0.19
125745,634.7656,0.49
125767,683.5938,0.98
125791,756.8359,1.71
125813,878.9063,2.93
125837,1074.2187,4.88
125860,1386.7187,8.01
125884,1865.2343,12.79
125910,2563.4765,19.77
125934,3330.0781,27.44
125959,3867.1875,32.81
125984,3837.8906,32.52
126009,3261.7187,26.76
126033,2465.8203,18.80
126059,1762.6953,11.77
126084,1259.7656,6.74
126108,961.9141,3.76
126131,786.1328,2.00
126153,683.5938,0.98
126177,620.1172,0.34
126199,576.1719,-0.10
126223,561.5234,-0.24
126246,546.8750,-0.39
126271,532.2266,-0.54
126295,537.1094,-0.49
126317,537.1094,-0.49
126340,532.2266,-0.54
126363,532.2266,-0.54
126388,537.1094,-0.49
126411,537.1094,-0.49
126434,541.9922,-0.44
126456,541.9922,-0.44
126479,532.2266,-0.54
126502,546.8750,-0.39
126527,537.1094,-0.49
126551,532.2266,-0.54
126573,537.1094,-0.49
126596,537.1094,-0.49
126618,551.7578,-0.34
126642,571.2891,-0.15
126666,620.1172,0.34
126689,683.5938,0.98
126711,781.2500,1.95
126735,957.0313,3.71
126757,1240.2343,6.54
126781,1694.3359,11.08
126807,2382.8125,17.97
126831,3193.3593,26.07
126857,3808.5937,32.23
126881,3881.8359,32.96
126906,3413.0859,28.27
126931,2646.4843,20.60
126956,1943.3593,13.57
126981,1420.8984,8.35
127005,1088.8671,5.03
127029,883.7891,2.98
127051,761.7188,1.76
127075,683.5938,0.98
127097,634.7656,0.49
127120,605.4688,0.19
127143,581.0547,-0.05
127167,576.1719,-0.10
127192,561.5234,-0.24
127215,551.7578,-0.34
127238,546.8750,-0.39
127260,551.7578,-0.34
127283,546.8750,-0.39
127306,546.8750,-0.39
127331,551.7578,-0.34
127354,556.6406,-0.29
127377,561.5234,-0.24
127399,566.4063,-0.20
127423,595.7031,0.10
127447,625.0000,0.39
127469,673.8281,0.88
127492,737.3047,1.51
127515,839.8438,2.54
127538,1015.6250,4.30
127561,1303.7109,7.18
127586,1743.1640,11.57
127610,2397.4609,18.11
127636,3164.0625,25.78
127661,3784.1796,31.98
127685,3901.3671,33.15
127711,3427.7343,28.42
127735,2656.2500,20.70
127760,1909.1796,13.23
127785,1362.3046,7.76
127809,1030.2734,4.44
127833,820.3125,2.34
127856,698.2422,1.12
127879,629.8828,0.44
127902,585.9375,-0.00
127926,566.4063,-0.20
127948,546.8750,-0.39
127971,541.9922,-0.44
127994,537.1094,-0.49
128019,532.2266,-0.54
128043,546.8750,-0.39
128065,537.1094,-0.49
128088,541.9922,-0.44
128111,546.8750,-0.39
128135,537.1094,-0.49
128159,541.9922,-0.44
128183,541.9922,-0.44
128205,537.1094,-0.49
128228,537.1094,-0.49
128251,532.2266,-0.54
128276,537.1094,-0.49
128300,532.2266,-0.54
128322,546.8750,-0.39
128345,566.4063,-0.20
128367,615.2344,0.29
128391,668.9453,0.83
128413,756.8359,1.71
128436,913.0859,3.27
128459,1171.8750,5.86
128483,1591.7968,10.06
128507,2246.0937,16.60
128533,3037.1093,24.51
128558,3710.9375,31.25
128582,3930.6640,33.45
128608,3525.3906,29.39
128632,2797.8515,22.12
128658,2060.5468,14.75
128683,1503.9062,9.18
128706,1147.4609,5.61
128731,917.9688,3.32
128753,786.1328,2.00
128776,698.2422,1.12
128799,644.5313,0.59
128822,605.4688,0.19
128844,585.9375,-0.00
128869,576.1719,-0.10
128892,566.4063,-0.20
128916,551.7578,-0.34
128940,556.6406,-0.29
128964,541.9922,-0.44
128988,546.8750,-0.39
129010,546.8750,-0.39
129033,551.7578,-0.34
129056,556.6406,-0.29
129081,561.5234,-0.24
129104,576.1719,-0.10
129128,585.9375,-0.00
129152,605.4688,0.19
129175,644.5313,0.59
129198,698.2422,1.12
129220,786.1328,2.00
129244,922.8516,3.37
129266,1123.0468,5.37
129290,1479.4921,8.93
129314,1997.0703,14.11
129339,2714.8437,21.29
129364,3466.7968,28.81
129389,3916.0156,33.30
129414,3764.6484,31.79
129439,3120.1171,25.34
129464,2324.2187,17.38
129488,1655.2734,10.69
129514,1196.2890,6.10
129538,927.7344,3.42
129561,766.6016,1.81
129584,668.9453,0.83
129606,615.2344,0.29
129630,571.2891,-0.15
129653,551.7578,-0.34
129676,546.8750,-0.39
129698,532.2266,-0.54
129722,537.1094,-0.49
129745,532.2266,-0.54
129770,532.2266,-0.54
129794,541.9922,-0.44
129816,541.9922,-0.44
129839,537.1094,-0.49
129862,537.1094,-0.49
129887,537.1094,-0.49
129910,532.2266,-0.54
129933,532.2266,-0.54
129955,532.2266,-0.54
129978,537.1094,-0.49
130001,537.1094,-0.49
130026,541.9922,-0.44
130050,556.6406,-0.29
130072,585.9375,-0.00
130096,620.1172,0.34
130119,698.2422,1.12
130142,815.4297,2.29
130164,1000.9766,4.15
130189,1328.1250,7.42
130212,1840.8203,12.55
130237,2563.4765,19.77
130263,3349.6093,27.64
130287,3872.0703,32.86
130313,3823.2421,32.37
130337,3251.9531,26.66
130362,2485.3515,18.99
130387,1811.5234,12.26
130412,1333.0078,7.47
130436,1044.9218,4.59
130460,854.4922,2.68
130483,742.1875,1.56
130505,668.9453,0.83
130529,625.0000,0.39
130551,600.5859,0.15
130574,576.1719,-0.10
130598,566.4063,-0.20
130621,551.7578,-0.34
130643,551.7578,-0.34
130667,551.7578,-0.34
130692,546.8750,-0.39
130715,546.8750,-0.39
130738,546.8750,-0.39
130760,551.7578,-0.34
130783,556.6406,-0.29
130806,571.2891,-0.15
130831,581.0547,-0.05
130854,605.4688,0.19
130877,629.8828,0.44
130900,683.5938,0.98
130923,766.6016,1.81
130946,878.9063,2.93
130969,1079.1015,4.93
130993,1406.2500,8.20
131016,1879.8828,12.94
131042,2578.1250,19.92
131066,3339.8437,27.54
131092,3862.3046,32.76
131117,3837.8906,32.52
131141,3271.4843,26.85
131167,2475.5859,18.90
131191,1767.5781,11.82
131216,1274.4140,6.88
131240,971.6797,3.86
131263,791.0156,2.05
131287,678.7109,0.93
131309,620.1172,0.34
131332,581.0547,-0.05
131356,556.6406,-0.29
131380,541.9922,-0.44
131402,541.9922,-0.44
131425,532.2266,-0.54
131447,537.1094,-0.49
131471,537.1094,-0.49
131495,537.1094,-0.49
131519,541.9922,-0.44
131542,541.9922,-0.44
131564,541.9922,-0.44
131588,546.8750,-0.39
131611,532.2266,-0.54
131636,541.9922,-0.44
131659,537.1094,-0.49
131682,532.2266,-0.54
131704,541.9922,-0.44
131728,537.1094,-0.49
131752,551.7578,-0.34
131776,566.4063,-0.20
131799,620.1172,0.34
131821,678.7109,0.93
131845,786.1328,2.00
131867,961.9141,3.76
131890,1245.1171,6.59
131914,1704.1015,11.18
131939,2387.6953,18.02
131963,3188.4765,26.02
131989,3803.7109,32.18
132014,3896.4843,33.10
132038,3417.9687,28.32
132064,2661.1328,20.75
132088,1953.1250,13.67
132114,1430.6640,8.45
132137,1103.5156,5.18
132161,893.5547,3.08
132185,766.6016,1.81
132207,688.4766,1.02
132230,639.6484,0.54
132253,600.5859,0.15
132276,581.0547,-0.05
132299,571.2891,-0.15
132324,556.6406,-0.29
132347,551.7578,-0.34
132370,556.6406,-0.29
132392,541.9922,-0.44
132416,546.8750,-0.39
132440,551.7578,-0.34
132464,551.7578,-0.34
132488,551.7578,-0.34
132510,561.5234,-0.24
132533,581.0547,-0.05
132557,595.7031,0.10
132580,620.1172,0.34
132602,678.7109,0.93
132626,747.0703,1.61
132648,854.4922,2.68
132671,1015.6250,4.30
132696,1313.4765,7.27
132719,1752.9296,11.67
132744,2407.2265,18.21
132769,3178.7109,25.93
132794,3789.0625,32.03
132818,3906.2500,33.20
132844,3432.6171,28.47
132869,2661.1328,20.75
132894,1918.9453,13.33
132919,1367.1875,7.81
132942,1030.2734,4.44
132967,820.3125,2.34
132989,703.1250,1.17
133012,629.8828,0.44
133036,590.8203,0.05
133058,561.5234,-0.24
133081,541.9922,-0.44
133104,537.1094,-0.49
133129,537.1094,-0.49
133152,537.1094,-0.49
133175,532.2266,-0.54
133197,541.9922,-0.44
133221,537.1094,-0.49
133244,537.1094,-0.49
133269,541.9922,-0.44
133293,537.1094,-0.49
133315,541.9922,-0.44
133338,532.2266,-0.54
133361,532.2266,-0.54
133386,537.1094,-0.49
133409,532.2266,-0.54
133432,537.1094,-0.49
133454,551.7578,-0.34
133477,561.5234,-0.24
133500,610.3516,0.24
133524,664.0625,0.78
133547,761.7188,1.76
133569,908.2031,3.22
133593,1162.1093,5.76
133616,1582.0312,9.96
133641,2182.6171,15.97
133665,2973.6328,23.88
133690,3681.6406,30.96
133715,3925.7812,33.40
133740,3588.8671,30.03
133765,2875.9765,22.90
133790,2138.6718,15.53
133815,1562.5000,9.76
133838,1186.5234,6.01
133863,947.2656,3.61
133885,805.6641,2.20
133909,712.8906,1.27
133932,654.2969,0.68
133954,615.2344,0.29
133978,590.8203,0.05
134000,571.2891,-0.15
134023,556.6406,-0.29
134045,556.6406,-0.29
134069,551.7578,-0.34
134093,546.8750,-0.39
134117,546.8750,-0.39
134139,551.7578,-0.34
134162,546.8750,-0.39
134185,551.7578,-0.34
134210,561.5234,-0.24
134234,576.1719,-0.10
134257,590.8203,0.05
134280,615.2344,0.29
134303,654.2969,0.68
134326,712.8906,1.27
134348,810.5469,2.25
134372,966.7969,3.81
134394,1196.2890,6.10
134418,1582.0312,9.96
134443,2138.6718,15.53
134467,2880.8593,22.95
134493,3593.7500,30.08
134517,3930.6640,33.45
134542,3671.8750,30.86
134567,2968.7500,23.83
134592,2182.6171,15.97
134617,1562.5000,9.76
134641,1152.3437,5.66
134665,898.4375,3.12
134688,747.0703,1.61
134711,659.1797,0.73
134733,605.4688,0.19
134757,576.1719,-0.10
134780,551.7578,-0.34
134803,546.8750,-0.39
134825,537.1094,-0.49
134849,541.9922,-0.44
134874,537.1094,-0.49
134897,532.2266,-0.54
134920,537.1094,-0.49
134942,537.1094,-0.49
134966,537.1094,-0.49
134989,541.9922,-0.44
135014,537.1094,-0.49
135037,537.1094,-0.49
135060,541.9922,-0.44
135083,537.1094,-0.49
135106,527.3438,-0.59
135131,537.1094,-0.49
135154,541.9922,-0.44
135177,561.5234,-0.24
135199,581.0547,-0.05
135223,620.1172,0.34
135246,678.7109,0.93
135269,791.0156,2.05
135291,961.9141,3.76
