Time(ms),Hall(mV),B(mT)
48880,859.3750,2.73
48902,766.6016,1.81
48924,708.0078,1.22
48946,664.0625,0.78
48967,629.8828,0.44
48989,610.3516,0.24
49011,595.7031,0.10
49033,585.9375,-0.00
49055,576.1719,-0.10
49079,571.2891,-0.15
49100,561.5234,-0.24
49122,561.5234,-0.24
49144,551.7578,-0.34
49167,556.6406,-0.29
49190,556.6406,-0.29
49213,551.7578,-0.34
49234,556.6406,-0.29
49256,556.6406,-0.29
49278,551.7578,-0.34
49301,556.6406,-0.29
49325,556.6406,-0.29
49347,556.6406,-0.29
49369,561.5234,-0.24
49390,566.4063,-0.20
49413,571.2891,-0.15
49435,571.2891,-0.15
49459,585.9375,-0.00
49481,595.7031,0.10
49503,610.3516,0.24
49525,634.7656,0.49
49547,673.8281,0.88
49568,717.7734,1.32
49591,786.1328,2.00
49612,883.7891,2.98
49634,1020.5078,4.35
49657,1225.5859,6.40
49680,1489.2578,9.03
49702,1855.4687,12.69
49727,2343.7500,17.58
49751,2905.2734,23.19
49774,3457.0312,28.71
49799,3867.1875,32.81
49822,3979.4921,33.93
49846,3740.2343,31.54
49870,3222.6562,26.37
49894,2592.7734,20.07
49918,2001.9531,14.16
49942,1533.2031,9.47
49965,1201.1718,6.15
49988,971.6797,3.86
50010,825.1953,2.39
50031,722.6563,1.37
50054,659.1797,0.73
50075,610.3516,0.24
50097,585.9375,-0.00
50120,556.6406,-0.29
50143,546.8750,-0.39
50164,537.1094,-0.49
50186,537.1094,-0.49
50207,532.2266,-0.54
50230,527.3438,-0.59
50253,522.4609,-0.64
50276,537.1094,-0.49
50298,532.2266,-0.54
50320,532.2266,-0.54
50341,527.3438,-0.59
50364,537.1094,-0.49
50386,532.2266,-0.54
50410,537.1094,-0.49
50433,541.9922,-0.44
50454,541.9922,-0.44
50476,532.2266,-0.54
50497,527.3438,-0.59
50520,537.1094,-0.49
50543,537.1094,-0.49
50566,532.2266,-0.54
50587,532.2266,-0.54
50609,532.2266,-0.54
50630,537.1094,-0.49
50653,541.9922,-0.44
50676,551.7578,-0.34
50699,571.2891,-0.15
50720,610.3516,0.24
50742,664.0625,0.78
50764,732.4219,1.46
50786,834.9609,2.49
50807,991.2109,4.05
50829,1220.7031,6.35
50852,1557.6171,9.72
50875,2016.6015,14.31
50899,2602.5390,20.17
50923,3227.5390,26.42
50947,3730.4687,31.44
50971,3969.7265,33.84
50995,3872.0703,32.86
51018,3491.2109,29.05
51043,2944.3359,23.58
51066,2377.9296,17.92
51090,1879.8828,12.94
51115,1489.2578,9.03
51137,1215.8203,6.30
51160,1015.6250,4.30
51183,874.0234,2.88
51205,786.1328,2.00
51226,712.8906,1.27
51249,664.0625,0.78
51270,634.7656,0.49
51292,615.2344,0.29
51314,595.7031,0.10
51336,585.9375,-0.00
51358,581.0547,-0.05
51382,571.2891,-0.15
51403,566.4063,-0.20
51425,561.5234,-0.24
51447,566.4063,-0.20
51470,556.6406,-0.29
51493,546.8750,-0.39
51516,556.6406,-0.29
51537,556.6406,-0.29
51559,551.7578,-0.34
51581,561.5234,-0.24
51604,561.5234,-0.24
51628,561.5234,-0.24
51650,556.6406,-0.29
51672,561.5234,-0.24
51693,566.4063,-0.20
51716,566.4063,-0.20
51738,571.2891,-0.15
51762,585.9375,-0.00
51784,600.5859,0.15
51806,610.3516,0.24
51828,639.6484,0.54
51850,668.9453,0.83
51871,717.7734,1.32
51894,786.1328,2.00
51915,874.0234,2.88
51937,1000.9766,4.15
51960,1191.4062,6.05
51983,1450.1953,8.64
52005,1791.9921,12.06
52030,2260.7421,16.75
52054,2817.3828,22.31
52077,3378.9062,27.93
52102,3818.3593,32.32
52125,3989.2578,34.03
52149,3789.0625,32.03
52173,3300.7812,27.15
52197,2666.0156,20.80
52221,2070.3125,14.84
52245,1582.0312,9.96
52268,1250.0000,6.64
52291,1005.8594,4.20
52314,844.7266,2.59
52335,737.3047,1.51
52358,668.9453,0.83
52379,625.0000,0.39
52401,590.8203,0.05
52423,566.4063,-0.20
52446,551.7578,-0.34
52467,537.1094,-0.49
52489,537.1094,-0.49
52510,532.2266,-0.54
52533,532.2266,-0.54
52556,527.3438,-0.59
52579,537.1094,-0.49
52600,527.3438,-0.59
52622,537.1094,-0.49
52643,532.2266,-0.54
52666,537.1094,-0.49
52689,537.1094,-0.49
52712,532.2266,-0.54
52733,532.2266,-0.54
52755,537.1094,-0.49
52776,532.2266,-0.54
52799,537.1094,-0.49
52823,532.2266,-0.54
52845,537.1094,-0.49
52868,527.3438,-0.59
52889,532.2266,-0.54
52911,537.1094,-0.49
52933,537.1094,-0.49
52956,546.8750,-0.39
52979,551.7578,-0.34
53002,571.2891,-0.15
53023,610.3516,0.24
53045,649.4141,0.63
53067,727.5391,1.42
53089,825.1953,2.39
53110,976.5625,3.91
53133,1186.5234,6.01
53155,1508.7890,9.23
53178,1953.1250,13.67
53202,2519.5312,19.34
53226,3125.0000,25.39
53250,3662.1093,30.76
53274,3950.1953,33.64
53298,3916.0156,33.30
53321,3583.9843,29.98
53346,3046.8750,24.61
53369,2480.4687,18.94
53393,1958.0078,13.72
53417,1542.9687,9.57
53440,1259.7656,6.74
53464,1035.1562,4.49
53486,888.6719,3.03
53508,795.8984,2.10
53530,722.6563,1.37
53552,678.7109,0.93
53573,644.5313,0.59
53596,620.1172,0.34
53617,600.5859,0.15
53639,590.8203,0.05
53661,581.0547,-0.05
53684,571.2891,-0.15
53705,571.2891,-0.15
53727,561.5234,-0.24
53749,556.6406,-0.29
53773,561.5234,-0.24
53795,551.7578,-0.34
53817,556.6406,-0.29
53838,556.6406,-0.29
53860,556.6406,-0.29
53882,551.7578,-0.34
53906,551.7578,-0.34
53928,561.5234,-0.24
53951,561.5234,-0.24
53972,561.5234,-0.24
53994,566.4063,-0.20
54017,566.4063,-0.20
54040,571.2891,-0.15
54063,581.0547,-0.05
54085,595.7031,0.10
54107,610.3516,0.24
54129,629.8828,0.44
54151,664.0625,0.78
54172,712.8906,1.27
54195,776.3672,1.90
54216,859.3750,2.73
54238,981.4453,3.95
54260,1137.6953,5.52
54283,1376.9531,7.91
54305,1694.3359,11.08
54330,2133.7890,15.48
54353,2670.8984,20.85
54377,3256.8359,26.71
54402,3740.2343,31.54
54425,3979.4921,33.93
54450,3862.3046,32.76
54473,3417.9687,28.32
54497,2802.7343,22.17
54521,2197.2656,16.11
54545,1689.4531,11.03
54568,1303.7109,7.18
54592,1049.8046,4.64
54615,878.9063,2.93
54636,761.7188,1.76
54659,688.4766,1.02
54680,629.8828,0.44
54702,595.7031,0.10
54724,566.4063,-0.20
54747,556.6406,-0.29
54768,541.9922,-0.44
54790,527.3438,-0.59
54812,527.3438,-0.59
54835,532.2266,-0.54
54858,532.2266,-0.54
54881,532.2266,-0.54
54902,532.2266,-0.54
54924,537.1094,-0.49
54945,537.1094,-0.49
54968,537.1094,-0.49
54991,532.2266,-0.54
55014,537.1094,-0.49
55036,527.3438,-0.59
55058,527.3438,-0.59
55079,532.2266,-0.54
55102,527.3438,-0.59
55124,537.1094,-0.49
55148,527.3438,-0.59
55171,532.2266,-0.54
55192,532.2266,-0.54
55214,527.3438,-0.59
55235,532.2266,-0.54
55258,537.1094,-0.49
55281,546.8750,-0.39
55304,571.2891,-0.15
55325,605.4688,0.19
55347,644.5313,0.59
55369,712.8906,1.27
55391,805.6641,2.20
55412,947.2656,3.61
55434,1152.3437,5.66
55457,1459.9609,8.74
55480,1860.3515,12.74
55504,2402.3437,18.16
55528,3002.9296,24.17
55552,3554.6875,29.69
55576,3916.0156,33.30
55600,3959.9609,33.74
55623,3671.8750,30.86
55648,3173.8281,25.88
55671,2587.8906,20.02
55695,2050.7812,14.65
55719,1616.2109,10.30
55743,1293.9453,7.08
55766,1074.2187,4.88
55789,913.0859,3.27
55811,805.6641,2.20
55832,732.4219,1.46
55855,688.4766,1.02
55876,649.4141,0.63
55898,625.0000,0.39
55920,605.4688,0.19
55942,595.7031,0.10
55963,581.0547,-0.05
55987,576.1719,-0.10
56009,571.2891,-0.15
56032,566.4063,-0.20
56054,561.5234,-0.24
56078,556.6406,-0.29
56100,556.6406,-0.29
56122,556.6406,-0.29
56143,556.6406,-0.29
56166,556.6406,-0.29
56188,556.6406,-0.29
56212,561.5234,-0.24
56235,556.6406,-0.29
56256,551.7578,-0.34
56278,556.6406,-0.29
56300,561.5234,-0.24
56323,561.5234,-0.24
56346,566.4063,-0.20
56369,585.9375,-0.00
56391,585.9375,-0.00
56414,605.4688,0.19
56436,625.0000,0.39
56458,649.4141,0.63
56479,688.4766,1.02
56502,747.0703,1.61
56523,815.4297,2.29
56545,917.9688,3.32
56567,1054.6875,4.69
56590,1254.8828,6.69
56612,1523.4375,9.37
56636,1899.4140,13.13
56659,2387.6953,18.02
56684,2963.8671,23.78
56708,3520.5078,29.35
56731,3906.2500,33.20
56756,3950.1953,33.64
56779,3662.1093,30.76
56803,3115.2343,25.29
56827,2485.3515,18.99
56851,1933.5937,13.48
56875,1499.0234,9.13
56898,1191.4062,6.05
56921,981.4453,3.95
56942,830.0781,2.44
56965,737.3047,1.51
56986,668.9453,0.83
57008,625.0000,0.39
57030,585.9375,-0.00
57053,566.4063,-0.20
57074,541.9922,-0.44
57097,541.9922,-0.44
57120,527.3438,-0.59
57143,527.3438,-0.59
57164,527.3438,-0.59
57186,527.3438,-0.59
57207,532.2266,-0.54
57230,537.1094,-0.49
57253,537.1094,-0.49
57276,532.2266,-0.54
57297,532.2266,-0.54
57319,537.1094,-0.49
57340,537.1094,-0.49
57363,532.2266,-0.54
57385,532.2266,-0.54
57409,532.2266,-0.54
57432,532.2266,-0.54
57453,532.2266,-0.54
57475,527.3438,-0.59
57496,532.2266,-0.54
57519,532.2266,-0.54
57542,532.2266,-0.54
57565,532.2266,-0.54
57586,546.8750,-0.39
57608,556.6406,-0.29
57629,576.1719,-0.10
57653,610.3516,0.24
57674,654.2969,0.68
57696,717.7734,1.32
57718,825.1953,2.39
57740,966.7969,3.81
57761,1181.6406,5.96
57785,1489.2578,9.03
57807,1899.4140,13.13
57831,2441.4062,18.55
57856,3037.1093,24.51
57879,3579.1015,29.93
57903,3925.7812,33.40
57927,3950.1953,33.64
57951,3657.2265,30.71
57974,3129.8828,25.44
57999,2553.7109,19.68
58022,2016.6015,14.31
58047,1586.9140,10.01
58071,1269.5312,6.84
58093,1054.6875,4.69
58117,903.3203,3.17
58138,810.5469,2.25
58160,737.3047,1.51
58182,688.4766,1.02
58204,654.2969,0.68
58225,634.7656,0.49
58248,610.3516,0.24
58269,595.7031,0.10
58291,581.0547,-0.05
58314,576.1719,-0.10
58337,571.2891,-0.15
58358,561.5234,-0.24
58380,556.6406,-0.29
58402,556.6406,-0.29
58426,551.7578,-0.34
58448,556.6406,-0.29
58470,551.7578,-0.34
58491,556.6406,-0.29
58513,561.5234,-0.24
58535,556.6406,-0.29
58559,561.5234,-0.24
58582,561.5234,-0.24
58603,556.6406,-0.29
58625,561.5234,-0.24
58647,561.5234,-0.24
58670,571.2891,-0.15
58693,581.0547,-0.05
58716,590.8203,0.05
58737,610.3516,0.24
58760,629.8828,0.44
58781,654.2969,0.68
58803,698.2422,1.12
58825,747.0703,1.61
58847,810.5469,2.25
58868,913.0859,3.27
58891,1049.8046,4.64
58913,1250.0000,6.64
58936,1528.3203,9.42
58959,1894.5312,13.09
58983,2397.4609,18.11
59006,2973.6328,23.88
59031,3530.2734,29.44
59055,3906.2500,33.20
59078,3950.1953,33.64
59103,3647.4609,30.61
59126,3095.7031,25.10
59150,2485.3515,18.99
59174,1933.5937,13.48
59198,1499.0234,9.13
59222,1201.1718,6.15
59244,986.3281,4.00
59266,844.7266,2.59
59288,737.3047,1.51
59310,664.0625,0.78
59331,615.2344,0.29
59354,585.9375,-0.00
59376,566.4063,-0.20
59398,541.9922,-0.44
59419,541.9922,-0.44
59442,532.2266,-0.54
59465,527.3438,-0.59
59488,532.2266,-0.54
59509,527.3438,-0.59
59531,527.3438,-0.59
59552,537.1094,-0.49
59575,532.2266,-0.54
59597,537.1094,-0.49
59621,537.1094,-0.49
59643,532.2266,-0.54
59665,537.1094,-0.49
59686,532.2266,-0.54
59708,532.2266,-0.54
59730,532.2266,-0.54
59754,532.2266,-0.54
59777,527.3438,-0.59
59798,532.2266,-0.54
59820,532.2266,-0.54
59841,532.2266,-0.54
59864,527.3438,-0.59
59887,532.2266,-0.54
59910,541.9922,-0.44
59931,551.7578,-0.34
59953,576.1719,-0.10
59975,610.3516,0.24
59998,664.0625,0.78
60019,722.6563,1.37
60041,834.9609,2.49
60063,981.4453,3.95
60085,1181.6406,5.96
60107,1484.3750,8.98
60131,1894.5312,13.09
60154,2426.7578,18.41
60178,3012.6953,24.27
60203,3559.5703,29.74
60226,3920.8984,33.35
60250,3950.1953,33.64
60274,3652.3437,30.66
60298,3129.8828,25.44
60322,2543.9453,19.58
60346,2006.8359,14.21
60369,1577.1484,9.91
60393,1279.2968,6.93
60416,1069.3359,4.83
60438,913.0859,3.27
60461,815.4297,2.29
60482,747.0703,1.61
60504,698.2422,1.12
60526,659.1797,0.73
60548,629.8828,0.44
60569,610.3516,0.24
60592,600.5859,0.15
60613,590.8203,0.05
60635,576.1719,-0.10
60658,571.2891,-0.15
60681,561.5234,-0.24
60702,561.5234,-0.24
60724,561.5234,-0.24
60745,556.6406,-0.29
60768,556.6406,-0.29
60791,551.7578,-0.34
60814,561.5234,-0.24
60835,556.6406,-0.29
60857,551.7578,-0.34
60878,556.6406,-0.29
60901,556.6406,-0.29
60924,556.6406,-0.29
60947,566.4063,-0.20
60968,561.5234,-0.24
60990,571.2891,-0.15
61012,581.0547,-0.05
61036,595.7031,0.10
61058,605.4688,0.19
61079,629.8828,0.44
61102,654.2969,0.68
61123,688.4766,1.02
61145,742.1875,1.56
61167,815.4297,2.29
61189,908.2031,3.22
61210,1040.0390,4.54
61234,1235.3515,6.49
61256,1503.9062,9.18
61279,1870.1171,12.84
61303,2373.0468,17.87
61327,2954.1015,23.68
61350,3510.7421,29.25
61375,3896.4843,33.10
61399,3964.8437,33.79
61422,3671.8750,30.86
61447,3144.5312,25.59
61470,2553.7109,19.68
61495,1992.1875,14.06
61518,1552.7343,9.67
61541,1230.4687,6.44
61564,1015.6250,4.30
61587,854.4922,2.68
61608,747.0703,1.61
61631,673.8281,0.88
61652,625.0000,0.39
61674,590.8203,0.05
61697,566.4063,-0.20
61719,541.9922,-0.44
61741,537.1094,-0.49
61762,532.2266,-0.54
61784,532.2266,-0.54
61806,527.3438,-0.59
61830,532.2266,-0.54
61852,527.3438,-0.59
61875,532.2266,-0.54
61896,532.2266,-0.54
61918,532.2266,-0.54
61940,532.2266,-0.54
61963,532.2266,-0.54
61986,537.1094,-0.49
62009,532.2266,-0.54
62030,537.1094,-0.49
62052,532.2266,-0.54
62073,532.2266,-0.54
62096,532.2266,-0.54
62119,532.2266,-0.54
62142,532.2266,-0.54
62163,537.1094,-0.49
62185,532.2266,-0.54
62206,527.3438,-0.59
62229,541.9922,-0.44
62253,556.6406,-0.29
62275,581.0547,-0.05
62298,610.3516,0.24
62319,659.1797,0.73
62342,727.5391,1.42
62363,830.0781,2.44
62385,971.6797,3.86
62407,1171.8750,5.86
62430,1459.9609,8.74
62452,1855.4687,12.69
62477,2373.0468,17.87
62500,2958.9843,23.73
62524,3520.5078,29.35
62548,3906.2500,33.20
62572,3955.0781,33.69
62597,3666.9921,30.81
62620,3159.1796,25.73
62644,2583.0078,19.97
62668,2036.1328,14.50
62692,1611.3281,10.25
62715,1298.8281,7.13
62739,1083.9843,4.98
62761,927.7344,3.42
62783,825.1953,2.39
62806,751.9531,1.66
62827,698.2422,1.12
62849,664.0625,0.78
62871,634.7656,0.49
62893,610.3516,0.24
62914,595.7031,0.10
62937,590.8203,0.05
62958,581.0547,-0.05
62981,571.2891,-0.15
63003,566.4063,-0.20
63027,556.6406,-0.29
63049,556.6406,-0.29
63071,561.5234,-0.24
63092,556.6406,-0.29
63115,556.6406,-0.29
63137,556.6406,-0.29
63161,556.6406,-0.29
63183,556.6406,-0.29
63205,556.6406,-0.29
63226,556.6406,-0.29
63249,551.7578,-0.34
63271,561.5234,-0.24
63295,566.4063,-0.20
63318,566.4063,-0.20
63339,581.0547,-0.05
63362,595.7031,0.10
63384,610.3516,0.24
63406,634.7656,0.49
63427,654.2969,0.68
63450,688.4766,1.02
63471,737.3047,1.51
63493,810.5469,2.25
63515,898.4375,3.12
63537,1035.1562,4.49
63559,1230.4687,6.44
63583,1503.9062,9.18
63605,1870.1171,12.84
63629,2377.9296,17.92
63653,2949.2187,23.63
63677,3520.5078,29.35
63700,3896.4843,33.10
63725,3955.0781,33.69
63749,3676.7578,30.91
63772,3168.9453,25.83
63797,2573.2421,19.87
63820,2031.2500,14.45
63845,1582.0312,9.96
63867,1259.7656,6.74
63890,1020.5078,4.35
63913,859.3750,2.73
63935,751.9531,1.66
63956,678.7109,0.93
63979,620.1172,0.34
64001,590.8203,0.05
64022,566.4063,-0.20
64045,551.7578,-0.34
64068,537.1094,-0.49
64091,537.1094,-0.49
64112,537.1094,-0.49
64134,527.3438,-0.59
64155,532.2266,-0.54
64178,532.2266,-0.54
64200,532.2266,-0.54
64224,537.1094,-0.49
64246,532.2266,-0.54
64268,527.3438,-0.59
64289,541.9922,-0.44
64312,532.2266,-0.54
64334,537.1094,-0.49
64358,532.2266,-0.54
64380,537.1094,-0.49
64402,532.2266,-0.54
64423,527.3438,-0.59
64445,532.2266,-0.54
64467,527.3438,-0.59
64491,522.4609,-0.64
64514,532.2266,-0.54
64536,532.2266,-0.54
64558,541.9922,-0.44
64579,556.6406,-0.29
64602,581.0547,-0.05
64625,610.3516,0.24
64647,659.1797,0.73
64668,722.6563,1.37
64691,825.1953,2.39
64712,961.9141,3.76
64734,1152.3437,5.66
64757,1440.4296,8.54
64780,1826.1718,12.40
64803,2338.8671,17.53
64828,2929.6875,23.44
64851,3500.9765,29.15
64875,3881.8359,32.96
64900,3959.9609,33.74
64923,3681.6406,30.96
64947,3183.5937,25.98
64971,2602.5390,20.17
64995,2055.6640,14.70
65019,1635.7421,10.50
65043,1318.3593,7.32
65065,1093.7500,5.08
65089,947.2656,3.61
65111,844.7266,2.59
65132,761.7188,1.76
65155,708.0078,1.22
65176,664.0625,0.78
65198,639.6484,0.54
65220,615.2344,0.29
65242,605.4688,0.19
65263,581.0547,-0.05
65287,576.1719,-0.10
65309,566.4063,-0.20
65331,561.5234,-0.24
65352,556.6406,-0.29
65375,561.5234,-0.24
65398,561.5234,-0.24
65421,556.6406,-0.29
65442,556.6406,-0.29
65464,561.5234,-0.24
65486,551.7578,-0.34
65509,551.7578,-0.34
65532,556.6406,-0.29
65555,561.5234,-0.24
65576,556.6406,-0.29
65598,561.5234,-0.24
65620,571.2891,-0.15
65643,576.1719,-0.10
65667,585.9375,-0.00
65689,585.9375,-0.00
65712,610.3516,0.24
65734,625.0000,0.39
65756,644.5313,0.59
65777,678.7109,0.93
65800,712.8906,1.27
65821,781.2500,1.95
65843,869.1406,2.83
65865,986.3281,4.00
65887,1152.3437,5.66
65909,1396.4843,8.10
65933,1733.3984,11.47
65956,2211.9140,16.26
65981,2763.6718,21.78
66004,3344.7265,27.59
66028,3779.2968,31.93
66053,3969.7265,33.84
66076,3818.3593,32.32
66100,3378.9062,27.93
66124,2812.5000,22.26
66148,2236.3281,16.50
66171,1743.1640,11.57
66196,1357.4218,7.71
66219,1098.6328,5.13
66241,908.2031,3.22
66264,781.2500,1.95
66285,693.3594,1.07
66307,634.7656,0.49
66329,595.7031,0.10
66351,566.4063,-0.20
66372,541.9922,-0.44
66395,537.1094,-0.49
66418,532.2266,-0.54
66441,532.2266,-0.54
66462,527.3438,-0.59
66484,532.2266,-0.54
66505,532.2266,-0.54
66528,537.1094,-0.49
66551,537.1094,-0.49
66574,532.2266,-0.54
66595,532.2266,-0.54
66617,532.2266,-0.54
66638,532.2266,-0.54
66661,532.2266,-0.54
66683,527.3438,-0.59
66707,532.2266,-0.54
66729,532.2266,-0.54
66751,532.2266,-0.54
66772,532.2266,-0.54
66794,522.4609,-0.64
66817,527.3438,-0.59
66840,527.3438,-0.59
66863,527.3438,-0.59
66884,537.1094,-0.49
66906,556.6406,-0.29
66927,571.2891,-0.15
66950,615.2344,0.29
66972,664.0625,0.78
66994,732.4219,1.46
67015,830.0781,2.44
67038,971.6797,3.86
67059,1166.9921,5.81
67082,1450.1953,8.64
67105,1845.7031,12.60
67129,2368.1640,17.82
67152,2968.7500,23.83
67177,3540.0390,29.54
67201,3916.0156,33.30
67224,3950.1953,33.64
67249,3666.9921,30.81
67272,3144.5312,25.59
67297,2568.3593,19.82
67320,2041.0156,14.55
67344,1621.0937,10.35
67368,1313.4765,7.27
67391,1098.6328,5.13
67414,947.2656,3.61
67436,844.7266,2.59
67458,766.6016,1.81
67479,708.0078,1.22
67502,659.1797,0.73
67523,634.7656,0.49
67545,610.3516,0.24
67567,605.4688,0.19
67589,585.9375,-0.00
67611,576.1719,-0.10
67635,571.2891,-0.15
67657,566.4063,-0.20
67679,556.6406,-0.29
67700,561.5234,-0.24
67723,561.5234,-0.24
67745,556.6406,-0.29
67769,556.6406,-0.29
67791,556.6406,-0.29
67813,551.7578,-0.34
67834,556.6406,-0.29
67857,551.7578,-0.34
67879,556.6406,-0.29
67903,556.6406,-0.29
67926,561.5234,-0.24
67947,566.4063,-0.20
67969,576.1719,-0.10
67991,581.0547,-0.05
68015,595.7031,0.10
68036,610.3516,0.24
68058,625.0000,0.39
68080,649.4141,0.63
68102,678.7109,0.93
68123,727.5391,1.42
68146,786.1328,2.00
68167,878.9063,2.93
68189,1000.9766,4.15
68212,1176.7578,5.91
68235,1440.4296,8.54
68257,1796.8750,12.11
68282,2270.5078,16.85
68305,2832.0312,22.46
68330,3388.6718,28.03
68354,3813.4765,32.27
68377,3984.3750,33.98
68402,3798.8281,32.13
68425,3354.4921,27.68
68449,2792.9687,22.07
68473,2221.6796,16.36
68497,1723.6328,11.38
68520,1342.7734,7.57
68544,1083.9843,4.98
68567,898.4375,3.12
68588,776.3672,1.90
68611,693.3594,1.07
68632,634.7656,0.49
68654,600.5859,0.15
68676,571.2891,-0.15
68698,551.7578,-0.34
68719,537.1094,-0.49
68741,532.2266,-0.54
68763,527.3438,-0.59
68787,527.3438,-0.59
68809,532.2266,-0.54
68831,532.2266,-0.54
68852,537.1094,-0.49
68874,532.2266,-0.54
68896,532.2266,-0.54
68920,537.1094,-0.49
68942,537.1094,-0.49
68965,537.1094,-0.49
68986,532.2266,-0.54
69008,532.2266,-0.54
69030,537.1094,-0.49
69053,532.2266,-0.54
69076,532.2266,-0.54
69099,532.2266,-0.54
69121,537.1094,-0.49
69142,522.4609,-0.64
69164,532.2266,-0.54
69186,532.2266,-0.54
69210,541.9922,-0.44
69232,551.7578,-0.34
69254,576.1719,-0.10
69276,610.3516,0.24
69299,649.4141,0.63
69320,712.8906,1.27
69342,800.7813,2.15
69364,932.6172,3.47
69386,1103.5156,5.18
69408,1367.1875,7.81
69432,1723.6328,11.38
69455,2216.7968,16.31
69479,2807.6171,22.22
69504,3403.3203,28.17
69527,3823.2421,32.37
69551,3964.8437,33.79
69575,3754.8828,31.69
69599,3286.1328,27.00
69622,2719.7265,21.34
69647,2187.5000,16.01
69670,1743.1640,11.57
69694,1406.2500,8.20
69718,1171.8750,5.86
69740,986.3281,4.00
69763,874.0234,2.88
69784,791.0156,2.05
69806,722.6563,1.37
69827,678.7109,0.93
69850,644.5313,0.59
69871,620.1172,0.34
69893,595.7031,0.10
69915,585.9375,-0.00
69938,576.1719,-0.10
69960,571.2891,-0.15
69984,571.2891,-0.15
70006,561.5234,-0.24
70028,561.5234,-0.24
70049,556.6406,-0.29
70072,561.5234,-0.24
70094,551.7578,-0.34
70118,551.7578,-0.34
70140,556.6406,-0.29
70162,546.8750,-0.39
70183,556.6406,-0.29
70206,556.6406,-0.29
70228,556.6406,-0.29
70252,556.6406,-0.29
70275,561.5234,-0.24
70296,571.2891,-0.15
70318,590.8203,0.05
70339,595.7031,0.10
70362,605.4688,0.19
70383,625.0000,0.39
70405,644.5313,0.59
70427,683.5938,0.98
70449,722.6563,1.37
70470,791.0156,2.05
70493,874.0234,2.88
70514,1005.8594,4.20
70537,1191.4062,6.05
70560,1450.1953,8.64
70583,1806.6406,12.21
70606,2280.2734,16.94
70631,2832.0312,22.46
70654,3388.6718,28.03
70679,3808.5937,32.23
70703,3955.0781,33.69
70726,3798.8281,32.13
70751,3378.9062,27.93
70774,2807.6171,22.22
70798,2241.2109,16.55
70822,1738.2812,11.52
70846,1357.4218,7.71
70868,1083.9843,4.98
70892,898.4375,3.12
70914,771.4844,1.85
70935,693.3594,1.07
70958,634.7656,0.49
70979,590.8203,0.05
71001,576.1719,-0.10
71024,556.6406,-0.29
71046,537.1094,-0.49
71067,537.1094,-0.49
71089,537.1094,-0.49
71111,532.2266,-0.54
71135,537.1094,-0.49
71157,532.2266,-0.54
71179,532.2266,-0.54
71200,527.3438,-0.59
71222,532.2266,-0.54
71244,537.1094,-0.49
71268,532.2266,-0.54
71290,532.2266,-0.54
71312,532.2266,-0.54
71333,532.2266,-0.54
71355,532.2266,-0.54
71377,537.1094,-0.49
71400,532.2266,-0.54
71424,532.2266,-0.54
71446,527.3438,-0.59
71468,527.3438,-0.59
71489,532.2266,-0.54
71511,532.2266,-0.54
71533,541.9922,-0.44
71557,551.7578,-0.34
71579,566.4063,-0.20
71601,615.2344,0.29
71622,649.4141,0.63
71645,712.8906,1.27
71666,800.7813,2.15
71688,922.8516,3.37
71710,1108.3984,5.22
71733,1372.0703,7.86
71755,1743.1640,11.57
71780,2246.0937,16.60
71803,2846.6796,22.61
71827,3427.7343,28.42
71852,3842.7734,32.57
71875,3964.8437,33.79
71899,3750.0000,31.64
71923,3286.1328,27.00
71947,2734.3750,21.48
71970,2197.2656,16.11
71995,1757.8125,11.72
72018,1420.8984,8.35
72042,1181.6406,5.96
72065,1000.9766,4.15
72087,878.9063,2.93
72110,791.0156,2.05
72131,722.6563,1.37
72153,683.5938,0.98
72175,644.5313,0.59
72197,615.2344,0.29
72218,605.4688,0.19
72241,590.8203,0.05
72262,576.1719,-0.10
72285,576.1719,-0.10
72308,566.4063,-0.20
72331,566.4063,-0.20
72352,561.5234,-0.24
72374,556.6406,-0.29
72395,556.6406,-0.29
72418,556.6406,-0.29
72441,556.6406,-0.29
72464,551.7578,-0.34
72485,551.7578,-0.34
72507,556.6406,-0.29
72528,556.6406,-0.29
72551,556.6406,-0.29
72574,566.4063,-0.20
72597,561.5234,-0.24
72620,576.1719,-0.10
72642,576.1719,-0.10
72666,585.9375,-0.00
72688,600.5859,0.15
72710,610.3516,0.24
72732,629.8828,0.44
72754,659.1797,0.73
72775,698.2422,1.12
72798,751.9531,1.66
72819,815.4297,2.29
72841,922.8516,3.37
72862,1064.4531,4.78
72886,1274.4140,6.88
72908,1562.5000,9.76
72932,1943.3593,13.57
72955,2436.5234,18.51
72979,2988.2812,24.02
73004,3515.6250,29.30
73027,3867.1875,32.81
73051,3964.8437,33.79
73075,3725.5859,31.40
73099,3237.3046,26.51
73122,2656.2500,20.70
73147,2089.8437,15.04
73170,1621.0937,10.35
73194,1269.5312,6.84
73218,1025.3906,4.39
73240,859.3750,2.73
73262,751.9531,1.66
73284,673.8281,0.88
73306,625.0000,0.39
73327,590.8203,0.05
73350,571.2891,-0.15
73371,551.7578,-0.34
73393,541.9922,-0.44
73415,537.1094,-0.49
73438,537.1094,-0.49
73461,532.2266,-0.54
73484,532.2266,-0.54
73505,532.2266,-0.54
73527,532.2266,-0.54
73548,532.2266,-0.54
73571,532.2266,-0.54
73594,532.2266,-0.54
