Time(ms),Hall(mV),B(mT)
108084,556.6406,-0.29
108106,537.1094,-0.49
108129,541.9922,-0.44
108152,532.2266,-0.54
108176,537.1094,-0.49
108200,532.2266,-0.54
108224,532.2266,-0.54
108247,541.9922,-0.44
108269,537.1094,-0.49
108293,532.2266,-0.54
108317,537.1094,-0.49
108341,532.2266,-0.54
108363,532.2266,-0.54
108386,532.2266,-0.54
108408,532.2266,-0.54
108432,532.2266,-0.54
108456,532.2266,-0.54
108480,546.8750,-0.39
108503,556.6406,-0.29
108525,585.9375,-0.00
108549,629.8828,0.44
108572,688.4766,1.02
108595,795.8984,2.10
108617,971.6797,3.86
108641,1235.3515,6.49
108664,1665.0390,10.79
108690,2309.5703,17.24
108715,3095.7031,25.10
108739,3813.4765,32.27
108765,4091.7968,35.06
108789,3779.2968,31.93
108814,3032.2265,24.46
108839,2236.3281,16.50
108864,1601.5625,10.16
108890,1181.6406,5.96
108913,922.8516,3.37
108936,771.4844,1.85
108959,678.7109,0.93
108982,629.8828,0.44
109004,585.9375,-0.00
109029,571.2891,-0.15
109052,546.8750,-0.39
109075,541.9922,-0.44
109097,541.9922,-0.44
109121,537.1094,-0.49
109146,541.9922,-0.44
109169,532.2266,-0.54
109192,541.9922,-0.44
109214,541.9922,-0.44
109237,546.8750,-0.39
109260,541.9922,-0.44
109285,541.9922,-0.44
109308,537.1094,-0.49
109331,541.9922,-0.44
109353,541.9922,-0.44
109377,541.9922,-0.44
109402,541.9922,-0.44
109425,546.8750,-0.39
109448,556.6406,-0.29
109470,590.8203,0.05
109493,620.1172,0.34
109516,683.5938,0.98
109539,766.6016,1.81
109561,927.7344,3.42
109585,1171.8750,5.86
109608,1572.2656,9.86
109632,2172.8515,15.87
109658,2958.9843,23.73
109682,3706.0546,31.20
109708,4096.6796,35.11
109732,3872.0703,32.86
109757,3193.3593,26.07
109783,2397.4609,18.11
109807,1738.2812,11.52
109832,1264.6484,6.79
109856,976.5625,3.91
109879,800.7813,2.15
109902,698.2422,1.12
109925,629.8828,0.44
109947,595.7031,0.10
109971,561.5234,-0.24
109995,546.8750,-0.39
110017,541.9922,-0.44
110040,537.1094,-0.49
110062,532.2266,-0.54
110086,537.1094,-0.49
110110,532.2266,-0.54
110134,537.1094,-0.49
110156,532.2266,-0.54
110179,541.9922,-0.44
110202,537.1094,-0.49
110227,532.2266,-0.54
110251,537.1094,-0.49
110274,532.2266,-0.54
110297,532.2266,-0.54
110319,537.1094,-0.49
110343,532.2266,-0.54
110367,541.9922,-0.44
110391,551.7578,-0.34
110413,585.9375,-0.00
110437,625.0000,0.39
110460,698.2422,1.12
110483,795.8984,2.10
110505,966.7969,3.81
110529,1235.3515,6.49
110553,1655.2734,10.69
110577,2290.0390,17.04
110603,3085.9375,25.00
110627,3798.8281,32.13
110653,4096.6796,35.11
110678,3793.9453,32.08
110702,3071.2890,24.85
110728,2265.6250,16.80
110752,1621.0937,10.35
110777,1196.2890,6.10
110801,932.6172,3.47
110824,771.4844,1.85
110846,678.7109,0.93
110870,625.0000,0.39
110893,585.9375,-0.00
110916,566.4063,-0.20
110941,551.7578,-0.34
110964,546.8750,-0.39
110987,541.9922,-0.44
111009,537.1094,-0.49
111033,537.1094,-0.49
111057,541.9922,-0.44
111081,541.9922,-0.44
111104,541.9922,-0.44
111126,537.1094,-0.49
111149,541.9922,-0.44
111172,537.1094,-0.49
111197,532.2266,-0.54
111220,541.9922,-0.44
111243,537.1094,-0.49
111265,537.1094,-0.49
111288,546.8750,-0.39
111311,551.7578,-0.34
111336,561.5234,-0.24
111360,590.8203,0.05
111382,620.1172,0.34
111405,678.7109,0.93
111428,771.4844,1.85
111451,922.8516,3.37
111474,1166.9921,5.81
111498,1562.5000,9.76
111521,2153.3203,15.67
111547,2934.5703,23.49
111571,3696.2890,31.10
111596,4086.9140,35.01
111622,3896.4843,33.10
111646,3222.6562,26.37
111671,2421.8750,18.36
111696,1757.8125,11.72
111721,1284.1796,6.98
111746,986.3281,4.00
111768,810.5469,2.25
111791,698.2422,1.12
111814,639.6484,0.54
111837,595.7031,0.10
111859,566.4063,-0.20
111884,546.8750,-0.39
111907,537.1094,-0.49
111931,532.2266,-0.54
111953,527.3438,-0.59
111976,537.1094,-0.49
112000,532.2266,-0.54
112024,527.3438,-0.59
112048,537.1094,-0.49
112070,532.2266,-0.54
112093,541.9922,-0.44
112115,532.2266,-0.54
112139,527.3438,-0.59
112163,532.2266,-0.54
112187,532.2266,-0.54
112209,537.1094,-0.49
112232,537.1094,-0.49
112254,546.8750,-0.39
112278,546.8750,-0.39
112303,585.9375,-0.00
112326,629.8828,0.44
112349,688.4766,1.02
112372,791.0156,2.05
112395,961.9141,3.76
112417,1225.5859,6.40
112442,1640.6250,10.55
112466,2280.2734,16.94
112491,3071.2890,24.85
112517,3789.0625,32.03
112541,4106.4453,35.20
112567,3813.4765,32.27
112591,3095.7031,25.10
112616,2299.8046,17.14
112642,1640.6250,10.55
112666,1206.0546,6.20
112690,937.5000,3.51
112713,781.2500,1.95
112736,688.4766,1.02
112758,625.0000,0.39
112782,595.7031,0.10
112804,566.4063,-0.20
112828,556.6406,-0.29
112852,541.9922,-0.44
112876,541.9922,-0.44
112899,541.9922,-0.44
112921,537.1094,-0.49
112944,532.2266,-0.54
112967,537.1094,-0.49
112992,541.9922,-0.44
113015,541.9922,-0.44
113038,541.9922,-0.44
113060,537.1094,-0.49
113084,537.1094,-0.49
113107,546.8750,-0.39
113132,541.9922,-0.44
113156,541.9922,-0.44
113178,541.9922,-0.44
113201,551.7578,-0.34
113224,561.5234,-0.24
113249,585.9375,-0.00
113272,620.1172,0.34
113295,683.5938,0.98
113318,766.6016,1.81
113341,917.9688,3.32
113363,1152.3437,5.66
113388,1542.9687,9.57
113412,2128.9062,15.43
113436,2910.1562,23.24
113462,3681.6406,30.96
113486,4091.7968,35.06
113512,3911.1328,33.25
113537,3266.6015,26.81
113561,2460.9375,18.75
113587,1782.2265,11.96
113611,1298.8281,7.13
113635,996.0938,4.10
113658,815.4297,2.29
113681,703.1250,1.17
113703,634.7656,0.49
113727,595.7031,0.10
113750,561.5234,-0.24
113772,546.8750,-0.39
113796,532.2266,-0.54
113820,537.1094,-0.49
113844,532.2266,-0.54
113866,537.1094,-0.49
113889,532.2266,-0.54
113912,527.3438,-0.59
113936,532.2266,-0.54
113960,541.9922,-0.44
113984,537.1094,-0.49
114007,537.1094,-0.49
114029,541.9922,-0.44
114053,537.1094,-0.49
114077,527.3438,-0.59
114101,532.2266,-0.54
114123,537.1094,-0.49
114146,541.9922,-0.44
114168,551.7578,-0.34
114192,585.9375,-0.00
114216,625.0000,0.39
114239,688.4766,1.02
114262,791.0156,2.05
114285,961.9141,3.76
114308,1215.8203,6.30
114331,1635.7421,10.50
114357,2260.7421,16.75
114381,3046.8750,24.61
114407,3764.6484,31.79
114432,4101.5625,35.16
114456,3828.1250,32.42
114482,3120.1171,25.34
114506,2324.2187,17.38
114531,1660.1562,10.74
114556,1220.7031,6.35
114580,952.1484,3.66
114604,791.0156,2.05
114626,683.5938,0.98
114649,629.8828,0.44
114672,590.8203,0.05
114695,566.4063,-0.20
114717,551.7578,-0.34
114741,546.8750,-0.39
114764,541.9922,-0.44
114789,541.9922,-0.44
114812,541.9922,-0.44
114835,537.1094,-0.49
114857,537.1094,-0.49
114881,537.1094,-0.49
114906,537.1094,-0.49
114929,537.1094,-0.49
114953,537.1094,-0.49
114975,541.9922,-0.44
114998,541.9922,-0.44
115021,537.1094,-0.49
115046,537.1094,-0.49
115069,541.9922,-0.44
115092,546.8750,-0.39
115115,556.6406,-0.29
115137,585.9375,-0.00
115162,625.0000,0.39
115184,673.8281,0.88
115207,766.6016,1.81
115230,913.0859,3.27
115253,1152.3437,5.66
115276,1533.2031,9.47
115301,2109.3750,15.23
115325,2885.7421,23.00
115350,3662.1093,30.76
115376,4086.9140,35.01
115400,3920.8984,33.35
115426,3286.1328,27.00
115450,2495.1171,19.09
115475,1801.7578,12.16
115501,1313.4765,7.27
115524,1010.7422,4.25
115548,820.3125,2.34
115571,703.1250,1.17
115594,634.7656,0.49
115616,595.7031,0.10
115640,571.2891,-0.15
115662,541.9922,-0.44
115685,537.1094,-0.49
115708,537.1094,-0.49
115733,532.2266,-0.54
115757,532.2266,-0.54
115779,532.2266,-0.54
115802,537.1094,-0.49
115824,532.2266,-0.54
115848,527.3438,-0.59
115872,532.2266,-0.54
115896,537.1094,-0.49
115918,532.2266,-0.54
115941,532.2266,-0.54
115964,532.2266,-0.54
115988,537.1094,-0.49
116013,541.9922,-0.44
116036,537.1094,-0.49
116059,551.7578,-0.34
116081,585.9375,-0.00
116106,629.8828,0.44
116128,688.4766,1.02
116151,795.8984,2.10
116174,961.9141,3.76
116197,1230.4687,6.44
116220,1650.3906,10.64
116246,2275.3906,16.89
116271,3056.6406,24.71
116295,3789.0625,32.03
116321,4101.5625,35.16
116345,3818.3593,32.32
116371,3105.4687,25.19
116396,2309.5703,17.24
116420,1660.1562,10.74
116446,1220.7031,6.35
116469,947.2656,3.61
116492,786.1328,2.00
116515,683.5938,0.98
116538,634.7656,0.49
116560,595.7031,0.10
116584,566.4063,-0.20
116606,551.7578,-0.34
116629,546.8750,-0.39
116653,541.9922,-0.44
116676,541.9922,-0.44
116701,546.8750,-0.39
116724,546.8750,-0.39
116747,541.9922,-0.44
116769,541.9922,-0.44
116793,541.9922,-0.44
116817,541.9922,-0.44
116841,541.9922,-0.44
116865,541.9922,-0.44
116887,541.9922,-0.44
116910,537.1094,-0.49
116933,541.9922,-0.44
116958,541.9922,-0.44
116981,551.7578,-0.34
117004,566.4063,-0.20
117026,585.9375,-0.00
117050,625.0000,0.39
117073,678.7109,0.93
117096,766.6016,1.81
117118,917.9688,3.32
117142,1157.2265,5.71
117166,1547.8515,9.62
117190,2119.1406,15.33
117215,2895.5078,23.10
117239,3666.9921,30.81
117265,4082.0312,34.96
117289,3916.0156,33.30
117314,3286.1328,27.00
117340,2480.4687,18.94
117364,1801.7578,12.16
117390,1308.5937,7.23
117413,1010.7422,4.25
117437,820.3125,2.34
117460,703.1250,1.17
117483,634.7656,0.49
117506,595.7031,0.10
117529,561.5234,-0.24
117553,551.7578,-0.34
117575,541.9922,-0.44
117598,537.1094,-0.49
117621,532.2266,-0.54
117645,537.1094,-0.49
117669,532.2266,-0.54
117693,527.3438,-0.59
117715,527.3438,-0.59
117738,532.2266,-0.54
117762,532.2266,-0.54
117785,532.2266,-0.54
117810,532.2266,-0.54
117833,532.2266,-0.54
117856,532.2266,-0.54
117878,537.1094,-0.49
117902,537.1094,-0.49
117926,541.9922,-0.44
117950,561.5234,-0.24
117972,585.9375,-0.00
117996,629.8828,0.44
118020,688.4766,1.02
118042,800.7813,2.15
118065,966.7969,3.81
118088,1230.4687,6.44
118112,1655.2734,10.69
118136,2285.1562,16.99
118162,3066.4062,24.80
118187,3793.9453,32.08
118211,4101.5625,35.16
118237,3823.2421,32.37
118261,3110.3515,25.24
118287,2319.3359,17.33
118311,1665.0390,10.79
118336,1215.8203,6.30
118361,952.1484,3.66
118383,786.1328,2.00
118406,698.2422,1.12
118429,629.8828,0.44
118452,595.7031,0.10
118474,571.2891,-0.15
118499,551.7578,-0.34
118522,541.9922,-0.44
118545,541.9922,-0.44
118567,537.1094,-0.49
118591,541.9922,-0.44
118615,537.1094,-0.49
118639,546.8750,-0.39
118663,546.8750,-0.39
118685,537.1094,-0.49
118708,541.9922,-0.44
118731,541.9922,-0.44
118755,537.1094,-0.49
118779,537.1094,-0.49
118803,537.1094,-0.49
118825,537.1094,-0.49
118848,541.9922,-0.44
118872,551.7578,-0.34
118896,561.5234,-0.24
118920,581.0547,-0.05
118943,620.1172,0.34
118966,678.7109,0.93
118989,771.4844,1.85
119012,922.8516,3.37
119034,1166.9921,5.81
119059,1552.7343,9.67
119083,2133.7890,15.48
119108,2910.1562,23.24
119133,3666.9921,30.81
119157,4082.0312,34.96
119183,3920.8984,33.35
119207,3276.3671,26.90
119232,2490.2343,19.04
119258,1801.7578,12.16
119282,1318.3593,7.32
119307,1010.7422,4.25
119330,820.3125,2.34
119353,703.1250,1.17
119376,639.6484,0.54
119399,595.7031,0.10
119421,571.2891,-0.15
119445,546.8750,-0.39
119470,541.9922,-0.44
119493,532.2266,-0.54
119516,532.2266,-0.54
119538,537.1094,-0.49
119562,532.2266,-0.54
119585,537.1094,-0.49
119610,532.2266,-0.54
119633,537.1094,-0.49
119656,532.2266,-0.54
119678,532.2266,-0.54
119702,537.1094,-0.49
119727,532.2266,-0.54
119750,537.1094,-0.49
119773,527.3438,-0.59
119795,532.2266,-0.54
119818,541.9922,-0.44
119841,556.6406,-0.29
119866,581.0547,-0.05
119889,629.8828,0.44
119912,693.3594,1.07
119936,800.7813,2.15
119958,976.5625,3.91
119981,1240.2343,6.54
120005,1665.0390,10.79
120030,2290.0390,17.04
120054,3076.1718,24.90
120080,3784.1796,31.98
120104,4101.5625,35.16
120130,3818.3593,32.32
120155,3115.2343,25.29
120179,2314.4531,17.28
120205,1669.9218,10.84
120229,1225.5859,6.40
120253,957.0313,3.71
120276,791.0156,2.05
120299,693.3594,1.07
120322,634.7656,0.49
120345,600.5859,0.15
120368,571.2891,-0.15
120391,556.6406,-0.29
120415,546.8750,-0.39
120439,546.8750,-0.39
120463,541.9922,-0.44
120485,541.9922,-0.44
120508,537.1094,-0.49
120531,541.9922,-0.44
120556,537.1094,-0.49
120580,541.9922,-0.44
120602,537.1094,-0.49
120625,541.9922,-0.44
120647,541.9922,-0.44
120671,541.9922,-0.44
120695,541.9922,-0.44
120719,541.9922,-0.44
120741,541.9922,-0.44
120764,551.7578,-0.34
120787,561.5234,-0.24
120811,595.7031,0.10
120835,625.0000,0.39
120857,678.7109,0.93
120881,781.2500,1.95
120903,922.8516,3.37
120926,1162.1093,5.76
120950,1538.0859,9.52
120974,2119.1406,15.33
120998,2885.7421,23.00
121024,3657.2265,30.71
121049,4086.9140,35.01
121073,3935.5468,33.50
121099,3305.6640,27.20
121123,2514.6484,19.29
121149,1821.2890,12.35
121174,1328.1250,7.42
121197,1020.5078,4.35
121222,825.1953,2.39
121244,708.0078,1.22
121267,644.5313,0.59
121290,595.7031,0.10
121313,571.2891,-0.15
121335,546.8750,-0.39
121359,537.1094,-0.49
121383,537.1094,-0.49
121407,532.2266,-0.54
121430,532.2266,-0.54
121452,532.2266,-0.54
121475,532.2266,-0.54
121498,537.1094,-0.49
121523,532.2266,-0.54
121546,532.2266,-0.54
121569,532.2266,-0.54
121591,532.2266,-0.54
121615,537.1094,-0.49
121638,532.2266,-0.54
121663,537.1094,-0.49
121687,537.1094,-0.49
121709,541.9922,-0.44
121732,556.6406,-0.29
121755,585.9375,-0.00
121780,634.7656,0.49
121802,703.1250,1.17
121825,795.8984,2.10
121848,966.7969,3.81
121871,1225.5859,6.40
121894,1650.3906,10.64
121920,2280.2734,16.94
121945,3046.8750,24.61
121970,3769.5312,31.84
121995,4086.9140,35.01
122019,3828.1250,32.42
122045,3144.5312,25.59
122070,2343.7500,17.58
122094,1689.4531,11.03
122120,1235.3515,6.49
122143,966.7969,3.81
122166,800.7813,2.15
122189,703.1250,1.17
122212,629.8828,0.44
122235,595.7031,0.10
122258,571.2891,-0.15
122280,556.6406,-0.29
122303,541.9922,-0.44
122327,537.1094,-0.49
122351,541.9922,-0.44
122375,541.9922,-0.44
122397,537.1094,-0.49
122420,537.1094,-0.49
122442,541.9922,-0.44
122466,541.9922,-0.44
122490,541.9922,-0.44
122514,546.8750,-0.39
122536,537.1094,-0.49
122559,541.9922,-0.44
122583,537.1094,-0.49
122606,541.9922,-0.44
122631,541.9922,-0.44
122654,546.8750,-0.39
122677,566.4063,-0.20
122699,590.8203,0.05
122723,620.1172,0.34
122745,678.7109,0.93
122768,771.4844,1.85
122791,913.0859,3.27
122814,1147.4609,5.61
122838,1523.4375,9.37
122862,2094.7265,15.09
122887,2861.3281,22.75
122911,3632.8125,30.47
122937,4077.1484,34.91
122961,3940.4296,33.54
122986,3325.1953,27.39
123012,2539.0625,19.53
123036,1850.5859,12.65
123062,1347.6562,7.62
123085,1040.0390,4.54
123109,834.9609,2.49
123132,717.7734,1.32
123155,639.6484,0.54
123177,595.7031,0.10
123201,566.4063,-0.20
123224,551.7578,-0.34
123246,532.2266,-0.54
123269,537.1094,-0.49
123292,527.3438,-0.59
123317,532.2266,-0.54
123340,537.1094,-0.49
123363,532.2266,-0.54
123385,532.2266,-0.54
123408,537.1094,-0.49
123431,537.1094,-0.49
123456,532.2266,-0.54
123480,532.2266,-0.54
123502,541.9922,-0.44
123525,532.2266,-0.54
123548,537.1094,-0.49
123573,537.1094,-0.49
123596,541.9922,-0.44
123620,561.5234,-0.24
123642,585.9375,-0.00
123666,634.7656,0.49
123689,693.3594,1.07
123712,800.7813,2.15
123735,961.9141,3.76
123758,1225.5859,6.40
123782,1640.6250,10.55
123807,2265.6250,16.80
123832,3027.3437,24.41
123856,3759.7656,31.74
123882,4101.5625,35.16
123907,3862.3046,32.76
123931,3168.9453,25.83
123957,2373.0468,17.87
123981,1713.8671,11.28
124007,1254.8828,6.69
124030,966.7969,3.81
124053,805.6641,2.20
124077,698.2422,1.12
124099,634.7656,0.49
124122,600.5859,0.15
124145,576.1719,-0.10
124169,556.6406,-0.29
124191,551.7578,-0.34
124215,546.8750,-0.39
124238,537.1094,-0.49
124263,541.9922,-0.44
124286,541.9922,-0.44
124309,541.9922,-0.44
124332,537.1094,-0.49
124355,541.9922,-0.44
124380,541.9922,-0.44
124403,541.9922,-0.44
124426,532.2266,-0.54
124448,532.2266,-0.54
124471,541.9922,-0.44
124494,541.9922,-0.44
124519,541.9922,-0.44
124542,546.8750,-0.39
124565,556.6406,-0.29
124588,576.1719,-0.10
124611,605.4688,0.19
124635,659.1797,0.73
124657,737.3047,1.51
124680,854.4922,2.68
124703,1049.8046,4.64
124727,1381.8359,7.96
124751,1865.2343,12.79
124776,2587.8906,20.02
124801,3383.7890,27.98
124826,3979.4921,33.93
124851,4062.5000,34.77
124875,3583.9843,29.98
124901,2822.2656,22.36
124925,2075.1953,14.89
124951,1508.7890,9.23
124975,1137.6953,5.52
124998,898.4375,3.12
125022,756.8359,1.71
125044,668.9453,0.83
125067,610.3516,0.24
125090,581.0547,-0.05
125114,556.6406,-0.29
125136,541.9922,-0.44
125160,537.1094,-0.49
125185,527.3438,-0.59
125208,532.2266,-0.54
125231,537.1094,-0.49
125253,541.9922,-0.44
125276,537.1094,-0.49
125299,537.1094,-0.49
125324,532.2266,-0.54
125347,532.2266,-0.54
125370,532.2266,-0.54
125392,537.1094,-0.49
125415,537.1094,-0.49
125438,537.1094,-0.49
125463,537.1094,-0.49
125487,541.9922,-0.44
125509,551.7578,-0.34
125532,571.2891,-0.15
125555,615.2344,0.29
125579,668.9453,0.83
125601,756.8359,1.71
125624,893.5547,3.08
125647,1118.1640,5.32
125671,1474.6093,8.89
125694,2001.9531,14.16
125720,2729.4921,21.43
125745,3505.8593,29.20
125770,4033.2031,34.47
125795,4023.4375,34.37
125819,3471.6796,28.86
125845,2685.5468,21.00
125870,1948.2421,13.62
125894,1411.1328,8.25
125919,1074.2187,4.88
125942,869.1406,2.83
125965,737.3047,1.51
125988,659.1797,0.73
126011,610.3516,0.24
126034,581.0547,-0.05
126058,566.4063,-0.20
126081,551.7578,-0.34
126103,541.9922,-0.44
126127,532.2266,-0.54
126151,541.9922,-0.44
126175,541.9922,-0.44
126197,541.9922,-0.44
126220,537.1094,-0.49
126243,541.9922,-0.44
126267,541.9922,-0.44
126291,546.8750,-0.39
126315,537.1094,-0.49
126338,541.9922,-0.44
126360,541.9922,-0.44
126384,541.9922,-0.44
126408,541.9922,-0.44
126432,546.8750,-0.39
126454,551.7578,-0.34
126477,571.2891,-0.15
126499,610.3516,0.24
126523,659.1797,0.73
126545,737.3047,1.51
126568,859.3750,2.73
126592,1054.6875,4.69
126615,1386.7187,8.01
126639,1889.6484,13.04
126664,2602.5390,20.17
126689,3393.5546,28.08
126714,3984.3750,33.98
126739,4072.2656,34.86
126764,3579.1015,29.93
126789,2817.3828,22.31
126814,2075.1953,14.89
126838,1508.7890,9.23
126863,1137.6953,5.52
126886,908.2031,3.22
126909,756.8359,1.71
126932,664.0625,0.78
126955,615.2344,0.29
126978,581.0547,-0.05
127002,561.5234,-0.24
127025,546.8750,-0.39
127047,541.9922,-0.44
127071,532.2266,-0.54
127095,532.2266,-0.54
127119,537.1094,-0.49
127141,537.1094,-0.49
127164,532.2266,-0.54
127186,541.9922,-0.44
127210,537.1094,-0.49
127235,537.1094,-0.49
127258,532.2266,-0.54
127281,532.2266,-0.54
127303,537.1094,-0.49
127327,537.1094,-0.49
127350,537.1094,-0.49
127375,541.9922,-0.44
127398,551.7578,-0.34
127421,576.1719,-0.10
127444,600.5859,0.15
127468,644.5313,0.59
127491,717.7734,1.32
127513,834.9609,2.49
127537,1025.3906,4.39
127560,1333.0078,7.47
127584,1787.1093,12.01
127609,2465.8203,18.80
127634,3247.0703,26.61
127660,3901.3671,33.15
127684,4096.6796,35.11
127709,3715.8203,31.30
127734,2973.6328,23.88
127759,2197.2656,16.11
127783,1577.1484,9.91
127808,1181.6406,5.96
127832,932.6172,3.47
127855,786.1328,2.00
127878,688.4766,1.02
127900,634.7656,0.49
127924,590.8203,0.05
127946,571.2891,-0.15
127969,551.7578,-0.34
127991,546.8750,-0.39
128015,541.9922,-0.44
128039,537.1094,-0.49
128063,537.1094,-0.49
128086,541.9922,-0.44
128108,532.2266,-0.54
128131,541.9922,-0.44
128154,537.1094,-0.49
128179,541.9922,-0.44
128202,537.1094,-0.49
128225,541.9922,-0.44
128247,541.9922,-0.44
128271,537.1094,-0.49
128295,541.9922,-0.44
128319,541.9922,-0.44
128342,546.8750,-0.39
128364,566.4063,-0.20
128387,600.5859,0.15
128410,629.8828,0.44
128433,698.2422,1.12
128455,800.7813,2.15
128479,957.0313,3.71
128501,1225.5859,6.40
128525,1635.7421,10.50
128550,2260.7421,16.75
128575,3056.6406,24.71
128600,3774.4140,31.88
128625,4106.4453,35.20
128650,3852.5390,32.67
128675,3178.7109,25.93
128700,2397.4609,18.11
128724,1738.2812,11.52
128750,1284.1796,6.98
128774,996.0938,4.10
128796,815.4297,2.29
128820,703.1250,1.17
128842,639.6484,0.54
128865,595.7031,0.10
128888,571.2891,-0.15
128911,546.8750,-0.39
128933,541.9922,-0.44
128957,532.2266,-0.54
128980,532.2266,-0.54
129005,532.2266,-0.54
129029,532.2266,-0.54
129051,532.2266,-0.54
129074,537.1094,-0.49
129097,537.1094,-0.49
129122,537.1094,-0.49
129145,537.1094,-0.49
129169,532.2266,-0.54
129191,532.2266,-0.54
129214,532.2266,-0.54
129238,537.1094,-0.49
129262,537.1094,-0.49
129286,546.8750,-0.39
129308,561.5234,-0.24
129331,595.7031,0.10
129353,644.5313,0.59
129377,712.8906,1.27
129399,834.9609,2.49
129422,1015.6250,4.30
129446,1303.7109,7.18
129470,1752.9296,11.67
129496,2412.1093,18.26
129520,3198.2421,26.12
129545,3876.9531,32.91
129570,4101.5625,35.16
129595,3764.6484,31.79
129619,3027.3437,24.41
129645,2250.9765,16.65
129670,1621.0937,10.35
129695,1196.2890,6.10
129719,937.5000,3.51
129741,786.1328,2.00
129765,693.3594,1.07
129787,629.8828,0.44
129810,590.8203,0.05
129833,566.4063,-0.20
129857,556.6406,-0.29
129880,551.7578,-0.34
129902,541.9922,-0.44
129926,537.1094,-0.49
129950,541.9922,-0.44
129974,541.9922,-0.44
129996,532.2266,-0.54
130019,541.9922,-0.44
130041,541.9922,-0.44
130065,537.1094,-0.49
130089,537.1094,-0.49
130113,541.9922,-0.44
130136,537.1094,-0.49
130158,541.9922,-0.44
130181,546.8750,-0.39
130204,546.8750,-0.39
130229,551.7578,-0.34
130252,571.2891,-0.15
130275,595.7031,0.10
130297,634.7656,0.49
130321,693.3594,1.07
130343,800.7813,2.15
130366,957.0313,3.71
130390,1210.9375,6.25
130413,1625.9765,10.40
130438,2246.0937,16.60
130463,3022.4609,24.36
130488,3754.8828,31.69
130513,4106.4453,35.20
130538,3881.8359,32.96
130563,3198.2421,26.12
130588,2421.8750,18.36
130613,1762.6953,11.77
130637,1298.8281,7.13
130662,1000.9766,4.15
130685,815.4297,2.29
130709,708.0078,1.22
130732,634.7656,0.49
130754,595.7031,0.10
130778,566.4063,-0.20
130801,541.9922,-0.44
130824,532.2266,-0.54
130846,541.9922,-0.44
130869,532.2266,-0.54
130892,532.2266,-0.54
130917,541.9922,-0.44
130940,532.2266,-0.54
130963,532.2266,-0.54
130985,537.1094,-0.49
131009,532.2266,-0.54
131034,532.2266,-0.54
131057,532.2266,-0.54
131081,532.2266,-0.54
131103,532.2266,-0.54
131126,532.2266,-0.54
131149,541.9922,-0.44
131174,541.9922,-0.44
131197,566.4063,-0.20
131220,600.5859,0.15
131243,649.4141,0.63
131266,717.7734,1.32
131289,830.0781,2.44
131311,1015.6250,4.30
131336,1318.3593,7.32
131359,1767.5781,11.82
131384,2421.8750,18.36
131409,3212.8906,26.27
131434,3867.1875,32.81
131460,4106.4453,35.20
131484,3754.8828,31.69
131509,3022.4609,24.36
131534,2250.9765,16.65
131559,1625.9765,10.40
131584,1201.1718,6.15
131608,942.3828,3.56
131631,781.2500,1.95
131653,688.4766,1.02
131677,629.8828,0.44
131699,590.8203,0.05
131722,571.2891,-0.15
131746,556.6406,-0.29
131770,546.8750,-0.39
131792,537.1094,-0.49
131815,541.9922,-0.44
131838,541.9922,-0.44
131863,541.9922,-0.44
131887,537.1094,-0.49
131909,546.8750,-0.39
131932,541.9922,-0.44
131954,546.8750,-0.39
131978,541.9922,-0.44
132002,541.9922,-0.44
132026,541.9922,-0.44
132048,546.8750,-0.39
132071,541.9922,-0.44
132093,541.9922,-0.44
132117,551.7578,-0.34
132142,566.4063,-0.20
132165,600.5859,0.15
132188,639.6484,0.54
132211,698.2422,1.12
132234,800.7813,2.15
132256,966.7969,3.81
132280,1220.7031,6.35
132303,1635.7421,10.50
132328,2260.7421,16.75
132354,3032.2265,24.46
132378,3750.0000,31.64
132403,4101.5625,35.16
132428,3872.0703,32.86
132453,3193.3593,26.07
132478,2416.9921,18.31
132503,1762.6953,11.77
132528,1293.9453,7.08
132552,1005.8594,4.20
132576,825.1953,2.39
132598,717.7734,1.32
132622,634.7656,0.49
132644,595.7031,0.10
132667,566.4063,-0.20
132691,546.8750,-0.39
132715,541.9922,-0.44
132738,532.2266,-0.54
132760,541.9922,-0.44
132783,532.2266,-0.54
132806,537.1094,-0.49
132831,532.2266,-0.54
132854,532.2266,-0.54
132877,532.2266,-0.54
132899,541.9922,-0.44
132923,537.1094,-0.49
132947,532.2266,-0.54
132971,527.3438,-0.59
132995,532.2266,-0.54
133017,537.1094,-0.49
133040,537.1094,-0.49
133063,546.8750,-0.39
133088,561.5234,-0.24
133111,600.5859,0.15
133134,649.4141,0.63
133156,722.6563,1.37
133180,839.8438,2.54
133202,1025.3906,4.39
133226,1333.0078,7.47
133251,1782.2265,11.96
133275,2456.0546,18.70
133301,3232.4218,26.46
133325,3876.9531,32.91
133350,4101.5625,35.16
133376,3745.1171,31.59
133400,3012.6953,24.27
133425,2241.2109,16.55
133450,1616.2109,10.30
133475,1196.2890,6.10
133499,947.2656,3.61
133522,786.1328,2.00
133544,683.5938,0.98
133568,629.8828,0.44
133591,595.7031,0.10
133613,571.2891,-0.15
133637,556.6406,-0.29
133661,551.7578,-0.34
133685,541.9922,-0.44
133707,537.1094,-0.49
133730,537.1094,-0.49
133753,541.9922,-0.44
133777,541.9922,-0.44
133801,541.9922,-0.44
133825,537.1094,-0.49
133848,541.9922,-0.44
133870,541.9922,-0.44
